no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Booking_ID_encoded,type_of_meal_plan_encoded,room_type_reserved_encoded,market_segment_type_encoded,booking_status_encoded
2,0,2,1,0,110,2017,7,25,0,0,0,94.5,0,332,1,0,4,0
1,0,0,1,0,0,2017,12,15,1,0,1,75.0,0,333,0,0,2,1
2,0,1,2,0,32,2017,10,23,0,0,0,75.0,1,334,0,3,3,1
2,0,2,1,0,282,2017,10,10,0,0,0,76.67,0,335,0,0,3,1
2,0,2,2,0,38,2018,10,2,0,0,0,126.0,0,336,0,0,4,1
2,0,1,1,0,175,2018,7,23,0,0,0,85.5,1,337,3,0,4,1
2,0,0,3,0,143,2018,8,18,0,0,0,140.7,0,338,0,3,4,0
2,0,2,2,0,127,2018,6,26,0,0,0,103.7,1,339,0,3,4,1
1,0,0,1,0,0,2017,9,8,0,0,0,142.0,0,340,0,0,4,1
2,1,2,5,0,95,2018,12,21,0,0,0,103.7,3,341,0,0,4,1
1,0,1,2,0,118,2018,6,6,0,0,0,110.0,0,342,0,0,3,1
2,0,0,3,0,45,2018,11,10,0,0,0,75.0,0,343,0,0,3,1
3,0,1,1,0,69,2018,7,25,0,0,0,137.7,0,344,0,3,4,1
2,0,0,1,0,57,2018,9,7,0,0,0,87.3,3,345,3,0,4,1
1,0,0,2,0,5,2018,8,24,1,0,4,0.0,4,346,0,0,1,1
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,347,1,0,3,1
2,0,0,1,0,0,2018,2,24,0,0,0,97.0,1,348,0,0,4,1
3,0,1,1,0,89,2018,8,15,0,0,0,150.3,1,349,0,3,4,1
2,0,0,4,0,85,2018,3,29,0,0,0,82.45,0,350,0,0,4,1
1,0,0,1,1,4,2018,7,1,1,0,3,103.0,1,351,0,3,2,1
1,0,2,6,0,11,2018,7,5,0,0,0,145.0,0,352,0,0,4,0
1,0,1,1,0,12,2018,7,11,0,0,0,145.0,1,353,0,0,4,1
2,0,2,2,0,77,2018,5,14,0,0,0,134.85,1,354,0,3,4,1
2,1,1,1,0,14,2018,10,22,0,0,0,168.25,1,355,0,5,4,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,356,0,0,4,0
2,0,1,3,0,133,2018,6,13,0,0,0,76.0,0,357,0,0,3,1
2,0,1,2,0,3,2017,8,10,0,0,0,63.5,1,358,0,0,3,1
2,0,2,0,0,19,2018,9,18,0,0,0,95.0,0,359,0,0,3,1
2,0,2,2,0,86,2018,9,3,0,0,0,90.95,3,360,0,3,3,1
2,0,0,2,0,23,2017,10,16,0,0,0,98.4,2,361,0,0,4,1
2,0,0,1,0,65,2018,9,22,0,0,0,135.9,1,362,0,0,4,1
2,0,0,2,0,1,2018,11,16,0,0,0,130.0,1,363,0,3,4,1
2,0,0,1,0,66,2017,11,19,0,0,0,81.9,2,364,0,3,4,1
3,0,1,4,0,50,2018,2,22,0,0,0,78.85,1,365,0,0,4,1
2,0,2,3,0,87,2018,6,26,0,0,0,141.3,0,366,1,0,4,0
2,0,1,1,0,159,2018,4,9,0,0,0,70.0,1,367,0,0,3,1
2,0,2,3,0,39,2018,8,13,0,0,0,170.1,2,368,1,0,4,1
2,0,2,0,0,386,2018,10,23,0,0,0,115.0,1,369,1,0,4,0
2,2,0,5,0,22,2017,12,29,0,0,0,199.0,0,370,0,5,4,1
2,0,2,2,0,102,2018,7,10,0,0,0,82.45,0,371,0,3,3,1
4,0,0,3,0,86,2018,10,20,0,0,0,192.86,1,372,0,6,4,1
2,0,2,2,0,56,2017,9,25,0,0,0,185.0,0,373,0,0,3,1
2,0,2,6,0,36,2018,12,10,0,0,0,68.07,1,374,0,0,4,1
2,0,0,3,0,50,2018,10,4,0,0,0,118.8,1,375,0,0,4,1
2,0,0,2,0,115,2018,10,27,0,0,0,104.4,0,376,0,3,4,0
1,0,0,1,0,0,2018,3,23,1,0,12,65.0,0,377,0,0,2,1
2,0,1,3,0,35,2018,3,3,0,0,0,71.1,0,378,3,0,4,0
2,0,2,1,0,17,2018,5,21,0,0,0,95.0,0,379,0,0,3,1
2,0,4,11,0,237,2018,9,13,0,0,0,116.62,1,380,0,3,4,0
2,0,0,4,0,125,2018,9,7,0,0,0,136.0,2,381,0,0,4,1
2,2,2,2,0,32,2018,12,2,0,0,0,147.9,0,382,0,5,4,0
2,0,2,0,0,5,2018,9,18,0,0,0,123.7,0,383,3,0,3,1
2,0,2,1,0,91,2018,6,19,0,0,0,135.9,0,384,0,0,4,0
2,0,0,2,0,102,2017,10,16,0,0,0,109.0,0,385,1,0,3,1
3,0,2,1,0,9,2018,3,20,0,0,0,186.0,1,386,0,3,4,1
3,0,1,3,0,155,2018,12,26,0,0,0,115.6,1,387,0,3,4,0
2,2,0,1,0,0,2018,5,14,0,0,0,221.0,0,388,0,5,4,0
1,0,0,3,0,11,2017,9,15,0,0,0,65.0,0,389,0,0,2,1
1,0,0,1,0,0,2018,2,19,0,0,0,80.0,0,390,0,0,2,1
2,1,1,4,0,86,2018,3,23,0,0,0,73.83,0,391,0,0,3,1
1,0,0,1,1,18,2018,10,18,1,3,19,67.0,0,392,0,0,2,1
2,0,0,2,0,58,2018,3,4,0,0,0,80.3,1,393,0,0,4,1
2,0,2,1,0,54,2018,4,30,0,0,0,85.0,0,394,3,0,3,1
2,1,2,3,0,25,2018,7,23,0,0,0,152.1,1,395,0,0,4,0
2,0,0,2,0,107,2017,9,9,0,0,0,89.25,1,396,0,0,4,1
1,0,0,4,0,100,2018,9,28,0,0,0,110.0,0,397,1,0,3,1
2,0,1,2,0,273,2018,5,13,0,0,0,95.0,0,398,0,0,4,0
2,0,0,1,0,29,2018,3,18,0,0,0,79.0,0,399,3,0,4,1
2,0,0,1,0,221,2018,8,12,0,0,0,80.0,0,400,0,0,4,0
2,0,2,2,0,213,2018,10,1,0,0,0,102.85,2,401,0,0,4,0
2,0,1,2,0,198,2018,9,9,0,0,0,90.0,0,402,0,0,4,0
2,0,1,2,0,81,2018,1,29,0,0,0,62.37,2,403,0,1,4,1
2,0,0,1,0,23,2018,4,8,0,0,0,98.0,0,404,3,0,4,1
2,0,0,3,0,26,2017,9,17,0,0,0,117.67,1,405,0,0,4,0
2,0,2,1,0,20,2018,6,18,0,0,0,141.0,1,406,0,0,4,1
2,1,1,3,0,124,2018,12,26,0,0,0,156.61,2,407,0,5,4,0
3,0,0,3,0,85,2018,8,3,0,0,0,152.1,0,408,0,3,4,0
2,0,0,1,0,167,2018,8,6,0,0,0,105.3,0,409,0,0,4,0
2,0,1,3,0,71,2018,5,30,0,0,0,119.85,1,410,0,0,4,1
2,0,0,2,0,48,2018,11,4,0,0,0,97.2,2,411,0,0,4,1
1,0,0,1,0,37,2018,5,13,0,0,0,116.1,0,412,3,0,4,1
3,0,2,2,0,76,2018,5,29,0,0,0,150.45,0,413,0,3,4,0
1,0,0,1,0,13,2018,1,20,0,0,0,71.0,0,414,0,0,3,1
1,0,1,0,0,3,2018,6,27,0,0,0,0.0,0,415,0,0,1,1
2,0,1,2,0,75,2017,12,7,0,0,0,60.0,0,416,0,3,3,1
1,0,0,1,0,5,2018,4,5,1,0,1,89.0,1,417,0,0,2,1
2,0,2,0,0,386,2018,10,23,0,0,0,115.0,1,418,1,0,4,0
2,0,1,1,0,180,2018,5,2,0,0,0,100.0,1,419,0,0,3,1
2,0,1,3,0,122,2018,11,14,0,0,0,75.9,2,420,3,0,4,0
2,0,1,2,0,224,2017,10,2,0,0,0,65.0,0,421,0,0,3,1
2,0,2,2,0,24,2018,5,29,0,0,0,104.55,2,422,0,0,4,1
1,0,2,2,0,162,2018,10,14,0,0,0,115.0,0,423,0,0,4,0
3,0,1,1,0,25,2018,7,2,0,0,0,187.0,0,424,0,3,4,0
1,0,0,1,0,1,2018,8,4,0,0,0,115.0,0,425,0,0,4,1
2,0,0,4,0,236,2018,9,27,0,0,0,84.43,1,426,3,0,4,0
2,0,2,3,0,120,2018,4,8,0,0,0,90.95,0,427,0,0,4,0
2,0,1,3,1,12,2018,3,24,0,0,0,208.0,1,428,1,3,4,1
2,0,2,4,0,224,2018,9,3,0,0,0,97.18,1,429,0,0,4,0
1,0,0,4,0,33,2017,10,21,0,0,0,79.11,0,430,1,0,3,1
2,0,0,2,0,24,2018,5,13,0,0,0,0.0,0,431,0,0,1,1
2,0,0,1,0,22,2017,9,8,0,0,0,120.0,1,432,0,3,4,1
2,0,0,3,0,10,2017,10,20,0,0,0,126.0,1,433,0,0,4,1
2,0,0,2,0,15,2018,2,16,0,0,0,91.0,1,434,0,0,4,0
2,0,0,5,0,230,2018,9,6,0,0,0,137.0,0,435,1,0,4,0
2,0,0,4,0,54,2018,3,16,0,0,0,67.32,0,436,0,0,3,1
2,0,0,1,0,45,2017,10,23,0,0,0,81.62,0,437,0,0,4,1
3,0,1,3,0,63,2018,10,24,0,0,0,123.66,2,438,1,3,4,1
2,0,2,1,0,166,2018,8,6,0,0,0,94.5,1,439,3,0,4,1
2,0,1,4,0,148,2018,8,22,0,0,0,96.3,0,440,0,0,4,0
2,0,2,1,0,136,2018,8,13,0,0,0,88.01,1,441,0,0,4,1
2,0,1,3,0,37,2018,3,10,0,0,0,81.9,2,442,0,0,4,1
2,0,0,4,0,66,2018,5,11,0,0,0,119.85,1,443,0,0,4,1
1,0,0,1,0,11,2017,10,23,0,0,0,83.5,0,444,0,0,3,1
1,0,0,1,1,1,2018,4,1,1,0,3,67.0,1,445,0,0,2,1
2,0,2,2,0,7,2018,6,19,0,0,0,156.0,1,446,0,3,4,1
2,0,0,1,0,43,2017,10,13,0,0,0,85.0,0,447,0,0,3,1
2,0,3,5,0,5,2018,4,4,0,0,0,126.75,0,448,0,3,4,0
2,0,1,1,0,247,2018,6,6,0,0,0,115.0,1,449,1,0,4,0
2,0,2,1,0,24,2018,10,16,0,0,0,107.1,1,450,3,0,4,0
1,0,0,1,0,53,2018,10,14,0,0,0,120.0,0,451,0,0,3,1
2,0,2,1,0,52,2018,11,19,0,0,0,93.6,2,452,0,0,4,1
2,0,0,1,0,56,2018,6,8,0,0,0,120.0,0,453,0,0,3,1
1,0,0,1,0,12,2018,6,8,0,0,0,90.0,1,454,0,0,3,1
2,0,0,5,0,230,2018,9,6,0,0,0,137.0,1,455,0,0,4,0
2,1,1,3,0,92,2018,10,31,0,0,0,106.43,1,456,0,0,4,0
1,0,0,3,0,2,2018,5,31,0,0,0,87.78,0,457,3,0,4,1
2,0,0,2,0,74,2017,9,18,0,0,0,101.5,0,458,1,0,3,1
2,0,0,1,0,82,2018,6,23,0,0,0,85.5,0,459,3,0,4,0
1,0,0,3,0,37,2018,10,13,0,0,0,95.0,0,460,0,0,3,1
2,0,2,2,0,147,2018,7,1,0,0,0,103.7,2,461,0,3,4,1
1,0,0,1,0,2,2017,8,26,0,0,0,65.0,0,462,0,0,2,1
2,0,2,6,0,166,2018,8,18,0,0,0,100.12,0,463,0,0,4,0
2,0,1,3,1,28,2018,4,11,0,0,0,156.25,2,464,1,0,4,1
2,0,1,2,0,309,2018,5,13,0,0,0,101.0,0,465,1,0,4,0
2,0,1,3,1,54,2018,7,4,0,0,0,161.1,0,466,1,0,4,1
2,0,1,3,1,49,2018,12,8,0,0,0,83.8,2,467,3,0,4,1
2,1,0,1,1,1,2018,6,18,0,0,0,168.0,2,468,0,0,4,1
2,0,2,1,0,0,2017,12,27,0,0,0,58.0,0,469,0,0,3,1
2,0,2,1,0,4,2017,8,8,0,0,0,94.5,0,470,1,0,3,1
2,0,0,4,0,60,2017,12,9,0,0,0,96.3,1,471,0,0,4,1
2,0,0,1,0,157,2017,8,14,0,0,0,76.5,1,472,0,0,4,1
2,0,2,3,0,268,2018,4,8,0,0,0,78.0,0,473,0,0,3,1
2,0,1,1,0,38,2018,9,26,0,0,0,112.59,0,474,3,0,4,0
2,2,2,1,0,30,2018,6,12,0,0,0,187.04,0,475,0,6,4,0
2,0,0,1,1,2,2018,10,11,0,0,0,169.0,2,476,0,0,4,1
2,0,3,7,0,217,2018,12,5,0,0,0,46.63,1,477,3,0,4,1
2,0,0,3,0,143,2018,8,25,0,0,0,100.0,0,478,0,0,3,1
2,0,0,3,0,179,2018,10,19,0,0,0,85.5,2,479,3,0,4,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,480,0,0,4,0
3,0,2,2,0,94,2018,7,8,0,0,0,146.7,1,481,0,3,4,1
1,0,0,2,0,32,2017,11,20,0,0,0,73.0,0,482,0,0,3,1
3,0,2,2,0,2,2018,4,1,0,0,0,143.22,2,483,0,5,4,1
2,0,0,3,0,70,2017,10,22,0,0,0,89.25,1,484,0,0,4,1
2,0,1,0,0,4,2018,9,19,0,0,0,85.0,0,485,3,0,3,1
2,0,2,0,0,34,2018,2,28,0,0,0,6.5,1,486,0,0,1,1
2,2,0,1,0,16,2018,3,8,0,0,0,83.03,0,487,0,1,4,0
2,0,1,3,0,24,2018,2,11,0,0,0,91.0,0,488,0,0,4,0
2,0,2,2,0,78,2018,4,10,0,0,0,80.75,1,489,3,0,4,1
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,490,0,0,4,0
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,491,0,0,3,1
2,0,2,5,0,98,2018,4,30,0,0,0,109.81,0,492,0,0,4,1
2,0,1,3,0,14,2018,12,5,0,0,0,70.88,0,493,0,3,4,1
1,0,0,2,0,44,2018,11,23,0,0,0,83.6,2,494,3,0,4,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,495,0,0,4,0
2,0,0,3,0,213,2018,6,7,0,0,0,130.0,0,496,0,0,4,0
1,0,1,1,0,5,2018,4,4,0,0,0,95.0,1,497,0,0,4,1
2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,498,1,0,3,1
2,0,0,3,0,139,2018,2,11,0,0,0,62.0,1,499,0,3,3,1
2,0,2,1,0,44,2018,4,23,0,0,0,95.0,0,500,0,1,3,1
1,0,2,1,0,18,2018,2,28,0,0,0,145.0,1,501,1,3,4,1
1,0,1,0,0,0,2018,10,17,0,0,0,95.0,0,502,0,0,2,1
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,503,0,0,3,1
2,0,2,4,0,152,2018,6,18,0,0,0,80.75,0,504,0,0,3,1
3,0,0,4,0,42,2018,8,30,0,0,0,142.2,2,505,0,3,4,1
3,0,2,3,0,209,2018,10,21,0,0,0,128.7,1,506,0,3,4,0
2,0,2,3,0,69,2018,3,20,0,0,0,90.95,1,507,0,0,4,1
2,0,1,2,0,80,2018,11,18,0,0,0,93.6,2,508,0,0,4,1
2,0,1,2,0,49,2017,11,9,0,0,0,60.0,0,509,0,3,3,1
1,0,0,3,0,143,2018,8,25,0,0,0,90.0,0,510,0,0,3,1
2,0,2,1,0,67,2017,12,5,0,0,0,95.4,2,511,3,0,4,1
2,0,0,2,0,41,2018,10,21,0,0,0,160.0,1,512,0,0,4,0
2,0,2,1,0,154,2018,10,30,0,0,0,104.1,2,513,0,3,4,0
2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,514,1,0,3,1
2,0,0,4,0,2,2018,8,3,0,0,0,109.0,0,515,0,0,3,1
2,0,2,4,0,99,2018,4,10,0,0,0,93.78,1,516,0,3,4,0
1,0,0,2,0,14,2017,10,14,0,0,0,95.0,0,517,0,0,2,1
1,0,0,1,0,0,2018,10,15,0,0,0,140.0,0,518,3,0,4,1
2,0,1,3,0,22,2017,12,24,0,0,0,87.0,1,519,0,0,4,1
1,0,2,1,0,7,2018,3,5,0,0,0,85.85,1,520,0,3,4,1
2,0,1,3,0,84,2018,3,24,0,0,0,99.45,0,521,0,3,4,1
2,0,0,4,0,109,2018,5,4,0,0,0,120.28,1,522,0,3,4,1
1,0,0,3,0,71,2018,6,14,0,0,0,120.0,0,523,0,0,3,1
2,0,2,0,0,4,2018,4,3,0,0,0,77.77,1,524,0,0,4,1
1,0,0,3,0,71,2018,6,14,0,0,0,120.0,0,525,0,0,3,1
2,0,0,1,0,58,2018,6,10,0,0,0,116.1,1,526,3,0,4,1
3,0,0,1,0,133,2018,7,23,0,0,0,189.0,0,527,1,3,4,0
2,0,2,1,0,27,2018,6,26,0,0,0,152.67,0,528,0,3,4,0
2,0,2,3,0,27,2018,2,4,0,0,0,66.31,1,529,0,0,4,1
1,0,0,1,0,9,2017,9,10,0,0,0,95.0,2,530,0,0,4,1
2,1,0,3,0,86,2018,12,8,0,0,0,122.0,0,531,0,0,4,0
2,0,0,3,0,13,2017,12,17,0,0,0,58.0,0,532,0,0,3,1
2,0,1,3,0,0,2018,12,5,0,0,0,89.89,1,533,0,0,4,1
2,0,0,2,0,5,2018,6,21,0,0,0,156.0,1,534,0,3,4,1
2,0,1,3,0,82,2018,3,24,0,0,0,99.45,0,535,0,3,4,1
2,1,0,2,0,330,2018,8,31,0,0,0,172.8,0,536,0,5,4,0
2,0,1,3,0,3,2018,8,22,0,0,0,98.56,1,537,3,0,4,1
1,0,0,1,0,35,2018,3,10,0,0,0,71.1,0,538,0,0,4,0
1,0,6,15,0,12,2018,3,30,0,0,0,128.06,0,539,0,3,4,0
1,0,0,1,0,0,2018,11,19,0,0,0,0.0,0,540,0,0,1,1
2,1,0,1,0,7,2018,4,7,0,0,0,106.0,1,541,0,0,4,1
2,0,0,4,0,47,2018,9,27,0,0,0,130.61,1,542,0,3,4,0
2,0,2,3,0,117,2018,6,17,0,0,0,105.74,1,543,3,0,4,1
2,0,0,2,0,2,2018,6,10,0,0,0,136.0,1,544,0,3,4,1
2,0,0,1,0,26,2018,6,8,0,0,0,120.0,0,545,0,0,3,1
2,0,2,2,0,75,2018,12,2,0,0,0,74.8,1,546,3,0,4,1
2,0,0,2,0,256,2018,6,15,0,0,0,112.0,1,547,1,0,4,0
2,1,1,0,0,137,2018,8,21,0,0,0,121.5,2,548,0,0,4,1
2,0,0,4,0,92,2017,10,7,0,0,0,70.0,0,549,0,0,3,1
1,0,0,1,0,1,2018,11,29,0,0,0,75.0,0,550,0,0,3,1
2,0,0,1,0,18,2018,1,2,0,0,0,54.0,0,551,0,0,3,1
2,0,1,2,0,78,2018,3,25,0,0,0,100.0,0,552,0,0,4,0
1,0,0,1,0,8,2018,4,23,0,0,0,0.0,2,553,0,3,1,1
1,2,4,9,0,30,2018,11,2,0,0,0,186.22,0,554,0,5,4,0
2,0,2,0,0,117,2018,11,13,0,0,0,79.2,0,555,3,0,4,1
2,0,1,1,0,10,2018,3,19,0,0,0,103.0,0,556,0,0,4,1
2,0,2,2,0,56,2017,9,25,0,0,0,185.0,0,557,0,0,3,1
2,0,0,2,0,8,2017,10,20,0,0,0,135.0,1,558,0,0,4,1
2,0,2,0,0,386,2018,10,23,0,0,0,115.0,1,559,1,0,4,0
2,0,0,2,0,273,2017,7,17,0,0,0,109.0,0,560,1,0,4,0
2,0,0,1,0,33,2018,11,26,0,0,0,104.0,1,561,0,0,4,0
3,0,2,5,0,184,2018,8,3,0,0,0,130.05,3,562,0,3,4,1
2,0,1,3,0,232,2018,9,5,0,0,0,100.3,0,563,0,0,4,0
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,564,0,0,4,0
2,0,0,2,0,102,2017,10,16,0,0,0,109.0,0,565,1,0,3,1
2,0,2,2,0,45,2018,10,7,0,0,0,139.5,1,566,0,3,4,0
1,0,0,1,0,1,2018,2,3,0,0,0,66.0,1,567,0,0,2,1
2,0,2,2,0,63,2018,9,3,0,0,0,106.88,2,568,0,0,4,1
2,0,2,2,0,89,2018,9,16,0,0,0,149.4,1,569,0,3,4,1
1,0,0,2,0,63,2018,4,26,0,0,0,109.35,2,570,0,0,4,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,571,0,0,4,0
1,0,2,1,0,1,2018,4,9,0,0,0,115.0,1,572,0,0,4,1
1,0,0,1,0,51,2018,3,16,0,0,0,85.5,0,573,0,0,2,1
2,0,0,2,0,110,2018,4,20,0,0,0,90.95,0,574,0,3,4,1
2,0,2,1,0,20,2018,7,30,0,0,0,117.55,1,575,0,3,4,1
2,0,0,1,0,50,2018,10,19,0,0,0,108.0,1,576,3,0,4,0
2,0,0,3,0,48,2018,10,11,0,0,0,139.5,1,577,0,3,4,1
2,0,0,3,0,96,2018,9,13,0,0,0,129.88,0,578,0,4,4,0
2,0,1,4,0,148,2017,12,30,0,0,0,67.0,0,579,0,0,3,1
2,0,1,1,0,25,2018,10,3,0,0,0,129.0,1,580,3,0,4,0
2,0,2,5,0,148,2018,6,25,0,0,0,79.53,0,581,0,0,4,0
2,0,1,3,0,114,2018,8,22,0,0,0,72.25,0,582,0,0,3,1
1,0,0,2,0,257,2017,7,1,0,0,0,80.0,0,583,1,0,3,1
2,0,2,5,0,105,2018,6,11,0,0,0,119.85,2,584,0,0,4,1
1,0,1,2,0,4,2017,11,2,0,0,0,117.0,0,585,0,0,4,1
2,0,2,2,0,67,2017,9,6,0,0,0,29.0,1,586,1,3,1,1
2,0,2,2,1,61,2018,9,2,0,0,0,118.8,1,587,0,0,4,1
2,0,0,2,0,79,2018,12,30,0,0,0,192.03,1,588,0,0,3,1
3,0,0,1,0,74,2018,5,21,0,0,0,168.3,2,589,0,0,4,1
2,0,0,1,0,120,2018,5,12,0,0,0,72.76,0,590,3,0,4,1
2,0,0,3,0,157,2018,12,8,0,0,0,68.0,0,591,0,0,3,1
2,0,0,4,0,4,2018,1,6,0,0,0,89.0,0,592,0,0,4,1
2,0,2,5,0,46,2018,8,28,0,0,0,124.46,0,593,0,3,4,1
1,0,2,1,0,41,2018,3,13,0,0,0,70.33,0,594,0,0,2,1
3,0,1,4,0,84,2018,6,15,0,0,0,170.1,2,595,0,3,4,1
2,0,0,2,0,245,2018,6,17,0,0,0,75.0,0,596,0,0,4,0
2,0,0,3,0,27,2018,6,29,0,0,0,125.25,1,597,0,3,4,1
2,0,3,7,0,74,2017,7,27,0,0,0,55.9,0,598,0,0,4,1
2,0,1,2,0,85,2018,6,20,0,0,0,126.9,0,599,0,0,4,0
2,0,0,2,0,6,2018,2,26,0,0,0,79.0,0,600,3,0,4,0
2,0,2,3,0,256,2018,10,23,0,0,0,94.35,2,601,0,0,4,0
2,0,0,2,0,265,2018,6,24,0,0,0,109.0,0,602,1,0,4,0
2,0,2,3,0,64,2018,4,15,0,0,0,112.2,0,603,0,3,4,1
1,0,0,1,0,0,2017,10,1,0,0,0,109.0,1,604,0,0,2,1
1,0,0,2,0,91,2018,9,14,1,1,2,65.0,0,605,0,0,2,1
2,0,1,3,0,127,2018,4,28,0,0,0,90.0,0,606,0,0,3,1
2,0,0,3,0,73,2018,7,14,0,0,0,85.0,0,607,0,0,3,1
2,0,0,4,0,36,2018,12,28,0,0,0,168.73,0,608,0,0,4,1
2,0,1,3,0,17,2018,12,8,0,0,0,100.38,0,609,0,0,4,1
2,0,2,5,0,164,2018,7,27,0,0,0,99.45,0,610,0,0,4,0
2,0,0,1,0,0,2018,9,27,0,0,0,160.0,0,611,0,0,2,1
2,0,2,1,0,37,2018,10,2,0,0,0,126.0,1,612,0,0,4,1
3,0,1,2,0,191,2018,8,1,0,0,0,96.9,0,613,0,0,3,1
2,2,2,4,0,33,2017,10,17,0,0,0,95.0,2,614,0,1,4,1
2,0,2,1,0,32,2017,9,5,0,0,0,94.5,3,615,0,0,4,1
1,0,1,1,0,3,2017,9,7,0,0,0,98.8,0,616,0,0,3,1
2,0,2,1,0,53,2018,7,10,0,0,0,100.5,1,617,3,0,4,1
2,0,1,0,0,8,2018,6,19,1,0,1,0.0,1,618,1,6,1,1
2,0,2,1,0,107,2018,5,29,0,0,0,80.75,1,619,0,0,4,0
2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,620,1,0,3,1
2,0,1,2,0,84,2018,4,29,0,0,0,89.75,0,621,0,0,3,1
2,2,0,2,0,0,2017,8,25,0,0,0,156.0,1,622,0,5,4,1
2,0,1,1,0,1,2018,6,11,0,0,0,136.0,2,623,0,3,4,1
2,0,0,2,0,29,2018,12,2,0,0,0,85.0,1,624,0,0,2,1
2,0,0,4,0,41,2017,10,14,0,0,0,87.54,1,625,0,3,4,1
2,0,0,2,0,86,2017,9,9,0,0,0,100.0,0,626,0,0,2,1
2,0,2,2,0,167,2018,10,1,0,0,0,108.9,1,627,0,0,4,0
2,0,0,3,0,34,2018,6,14,0,0,0,107.1,1,628,3,0,4,1
2,0,1,2,0,101,2018,4,4,0,0,0,80.0,0,629,0,0,4,0
2,0,0,3,0,259,2018,5,5,0,0,0,90.0,0,630,0,0,4,0
2,0,0,2,0,122,2018,5,12,0,0,0,105.3,1,631,0,0,4,1
2,0,0,1,0,1,2018,2,11,0,0,0,80.0,2,632,3,0,4,1
2,0,0,2,1,107,2018,8,25,0,0,0,142.2,0,633,0,3,4,1
2,0,0,3,0,35,2018,4,5,0,0,0,131.4,1,634,0,3,4,1
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,635,0,0,3,1
2,0,0,2,0,4,2018,4,1,0,0,0,111.0,0,636,0,0,4,0
2,0,1,3,0,85,2018,10,6,0,0,0,85.0,1,637,0,0,3,1
3,0,0,4,0,137,2018,8,24,0,0,0,130.95,0,638,0,3,4,0
2,0,0,2,0,74,2017,9,18,0,0,0,101.5,0,639,1,0,3,1
1,0,2,1,0,116,2018,2,28,0,0,0,82.0,0,640,0,0,3,1
2,0,2,2,1,34,2017,9,13,0,0,0,94.5,2,641,0,0,4,1
2,0,2,1,0,56,2018,8,28,0,0,0,109.8,0,642,0,0,4,0
2,0,2,4,0,149,2018,7,10,0,0,0,72.25,0,643,0,0,4,0
2,0,2,2,0,12,2018,2,6,0,0,0,55.72,0,644,3,0,4,1
3,0,1,1,0,52,2018,10,17,0,0,0,158.4,1,645,0,3,4,0
2,0,1,4,0,191,2018,3,30,0,0,0,69.0,0,646,0,3,3,1
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,647,0,0,3,1
2,0,0,3,0,57,2018,12,29,0,0,0,219.6,0,648,0,3,4,0
1,0,2,3,0,9,2018,1,8,0,0,0,44.8,0,649,0,0,3,1
2,0,0,1,0,7,2018,10,26,0,0,0,120.0,0,650,3,0,4,1
2,0,1,2,0,78,2018,3,25,0,0,0,100.0,0,651,0,0,4,0
2,0,0,1,0,0,2018,6,7,0,0,0,109.0,0,652,3,0,4,1
0,2,1,2,0,78,2018,8,19,0,0,0,115.68,1,653,0,1,4,1
2,0,1,2,0,31,2018,9,16,0,0,0,75.0,0,654,0,0,3,1
2,0,0,2,0,37,2018,6,17,0,0,0,134.1,1,655,1,4,3,1
2,0,2,1,0,8,2018,5,29,0,0,0,124.1,1,656,0,3,4,1
4,0,0,2,0,32,2018,8,17,0,0,0,214.75,1,657,0,6,4,1
2,0,1,2,0,48,2018,10,31,0,0,0,75.0,0,658,0,0,3,1
2,0,1,2,0,89,2017,11,23,0,0,0,72.25,2,659,0,0,4,1
1,0,1,0,0,0,2018,3,7,0,0,0,80.0,0,660,0,0,2,1
2,0,0,1,0,15,2018,9,20,0,0,0,139.0,1,661,0,0,4,1
1,0,0,1,0,10,2018,1,28,0,0,0,66.0,0,662,0,0,2,1
1,0,0,3,0,43,2018,5,31,0,0,0,115.5,0,663,0,0,4,1
2,1,1,1,1,27,2018,8,8,0,0,0,195.5,2,664,0,0,4,1
2,0,2,0,0,386,2018,10,23,0,0,0,115.0,1,665,1,0,4,0
1,0,0,1,0,72,2017,9,18,0,0,0,84.0,0,666,1,0,3,1
2,0,2,1,0,10,2018,10,16,0,0,0,107.8,3,667,3,0,4,1
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,668,0,0,3,1
